상담일자,Dnis,Channel,소재,광고비,광고횟수,I/B콜수,응대호,정기건수,정기금액,일시건수,일시금액,응대율,콜전환율,정기전환율,CPR,ROI
2026-02-02,1899-7314,JTBC2 (SVC),난방비 동하, - , 2 ,,,,,,,0%,0%,0%, - ,0.00
2026-02-02,1899-5186,라이프타임,가족돌봄 지수ver2," 243,094 ", 5 , 2 ,,,, 1 ," 20,000 ",0%,40%,0%," 121,547 ",0.00
2026-02-02,1899-3854,히스토리 (SVC),식사지원 지영이, - , 7 ,,,,,,,0%,0%,0%, - ,0.00
2026-02-02,1899-7317,시네마천국,식사지원 지영이," 196,429 ", 8 , 4 , 3 , 1 ," 25,000 ",,,75%,50%,33%," 49,107 ",1.53
2026-02-02,1899-7315,MBN PLUS,은영이 셀럽," 733,333 ", 7 , 7 , 4 , 1 ," 20,000 ", 1 ," 20,000 ",57%,100%,25%," 104,762 ",0.33
2026-02-02,-,기타 TV채널,-, - , - ,,,,,,,0%,0%,0%, - ,0.00
2026-02-02,2102-4590,발신,-, - , - , 4 , 3 ,,,,,75%,0%,0%, - ,0.00
2026-02-03,1899-7326,EBS,식사지원 은영이ver2," 1,054,833 ", 3 , 9 , 9 , 4 ," 80,000 ", 1 ," 20,000 ",100%,300%,44%," 117,204 ",0.91
2026-02-03,1899-0217,SPOTV,식사지원 지영이," 185,811 ", 5 , 2 , 2 , 1 ," 20,000 ",,,100%,40%,50%," 92,905 ",1.29
2026-02-03,1899-0263,SPOTV2,식사지원 지영이," 183,333 ", 4 , 4 , 1 ,,,,,25%,100%,0%," 45,833 ",0.00
2026-02-03,1899-0739,SPOTV G&H (SVC),식사지원 지영이, - , 5 , 1 , 1 , 1 ," 20,000 ",,,100%,20%,100%, - ,0.00
2026-02-03,1899-7319,JTBC4,은영이 셀럽," 173,228 ", 4 , - , - , - , - , - , - ,0%,0%,0%, - ,0.00
2026-02-03,1899-0762,JTBC4,식사지원 은영이 ver2," 389,764 ", 9 , 1 , 1 , 1 ," 25,000 ", - , - ,100%,11%,100%," 389,764 ",0.77
2026-02-03,1899-7318,JTBC4,가족돌봄 지수," 389,764 ", 9 , - , - , - , - , - , - ,0%,0%,0%, - ,0.00
2026-02-03,1899-7316,JTBC4,식사지원 준우_셰프," 303,150 ", 7 , 3 , 1 , 2 ," 60,000 ", - , - ,33%,43%,200%," 101,050 ",2.38
2026-02-03,1899-2887,JTBC4,식사지원 준우_메인," 173,228 ", 4 , - , - , - , - , - , - ,0%,0%,0%, - ,0.00
2026-02-03,1899-0739,JTBC4,뇌병변 무준이ver2," 216,535 ", 5 , - , - , - , - , - , - ,0%,0%,0%, - ,0.00
2026-02-03,1899-7325,JTBC4,난방비 동하," 303,150 ", 7 , 1 , 1 , 1 ," 20,000 ", - , - ,100%,14%,100%," 303,150 ",0.79
2026-02-03,1899-7314,JTBC2 (SVC),난방비 동하, - , 2 ,,,,,,,0%,0%,0%, - ,0.00
2026-02-03,1899-5186,라이프타임,가족돌봄 지수ver2," 296,271 ", 6 ,,,,,,,0%,0%,0%, - ,0.00
2026-02-03,1899-3854,히스토리 (SVC),식사지원 지영이, - , 7 , 2 ,,,,,,0%,29%,0%, - ,0.00
2026-02-03,1899-7317,시네마천국,식사지원 지영이," 196,429 ", 8 , 2 , 2 , 3 ," 70,000 ",,,100%,25%,150%," 98,214 ",4.28
2026-02-03,1899-7315,MBN PLUS,은영이 셀럽," 733,333 ", 7 , 1 , 1 ,,,,,100%,14%,0%," 733,333 ",0.00
2026-02-03,-,기타 TV채널,-, - , - , 1 ,,,,,,0%,0%,0%, - ,0.00
2026-02-03,2102-4590,발신,-, - , - , 2 ,,,,,,0%,0%,0%, - ,0.00
2026-02-04,1899-7326,EBS,식사지원 은영이ver2," 1,054,833 ", 3 , 13 , 6 , 6 ," 110,000 ",,,46%,433%,100%," 81,141 ",1.25
2026-02-04,1899-0217,SPOTV,식사지원 지영이," 185,811 ", 5 , 3 , 1 , 1 ," 30,000 ",,,33%,60%,100%," 61,937 ",1.94
2026-02-04,1899-0263,SPOTV2,식사지원 지영이," 183,333 ", 4 , 3 , 2 ,,,,,67%,75%,0%," 61,111 ",0.00
2026-02-04,1899-0739,SPOTV G&H (SVC),식사지원 지영이, - , 5 , 1 , 1 , 1 ," 20,000 ",,,100%,20%,100%, - ,0.00
2026-02-04,1899-7319,JTBC4,은영이 셀럽," 213,958 ", 5 , 1 , 1 , 1 ," 20,000 ", - , - ,100%,20%,100%," 213,958 ",1.12
2026-02-04,1899-0762,JTBC4,식사지원 은영이 ver2," 385,124 ", 9 , 1 , 1 , - , - , 1 ," 20,000 ",100%,11%,0%," 385,124 ",0.00
2026-02-04,1899-7318,JTBC4,가족돌봄 지수," 385,124 ", 9 , 3 , 1 , 1 ," 20,000 ", - , - ,33%,33%,100%," 128,375 ",0.62
2026-02-04,1899-7316,JTBC4,식사지원 준우_셰프," 299,541 ", 7 , - , - , - , - , - , - ,0%,0%,0%, - ,0.00
2026-02-04,1899-2887,JTBC4,식사지원 준우_메인," 171,166 ", 4 , - , - , - , - , - , - ,0%,0%,0%, - ,0.00
2026-02-04,1899-0739,JTBC4,뇌병변 무준이ver2," 171,166 ", 4 , 2 , - , 1 ," 20,000 ", - , - ,0%,50%,0%," 85,583 ",1.40
2026-02-04,1899-7325,JTBC4,난방비 동하," 299,541 ", 7 , 1 , 1 , 1 ," 20,000 ", - , - ,100%,14%,100%," 299,541 ",0.80
2026-02-04,1899-7314,JTBC2 (SVC),난방비 동하, - , 2 ,,,,,,,0%,0%,0%, - ,0.00
2026-02-04,1899-5186,라이프타임,가족돌봄 지수ver2," 235,497 ", 5 , 2 , 1 ,,,,,50%,40%,0%," 117,749 ",0.00
2026-02-04,1899-3854,히스토리 (SVC),식사지원 지영이, - , 7 ,,,,,,,0%,0%,0%, - ,0.00
2026-02-04,1899-7317,시네마천국,식사지원 지영이," 196,429 ", 8 ,,,,, 1 ," 20,000 ",0%,0%,0%, - ,0.00
2026-02-04,1899-7315,MBN PLUS,은영이 셀럽," 733,333 ", 7 , 5 , 2 , 3 ," 60,000 ",,,40%,71%,150%," 146,667 ",0.98
2026-02-04,-,기타 TV채널,-, - , - ,,,,,,,0%,0%,0%, - ,0.00
2026-02-04,2102-4590,발신,-, - , - , 2 , 2 ,,,,,100%,0%,0%, - ,0.00
2026-02-05,1899-7326,EBS,식사지원 은영이ver2," 2,132,596 ", 4 , 16 , 11 , 4 ," 70,000 ",,,69%,400%,36%," 133,287 ",0.39
2026-02-05,1899-0217,SPOTV,식사지원 지영이," 185,811 ", 5 , 3 , 1 , 2 ," 45,000 ",,,33%,60%,200%," 61,937 ",2.91
2026-02-05,1899-0263,SPOTV2,식사지원 지영이," 183,333 ", 4 , 3 , - , 1 ," 15,000 ",,,0%,75%,0%," 61,111 ",0.98
2026-02-05,1899-0739,SPOTV G&H (SVC),식사지원 지영이, - , 5 ,,,,,,,0%,0%,0%, - ,0.00
2026-02-05,1899-7319,JTBC4,은영이 셀럽," 212,669 ", 5 , - , - , - , - , - , - ,0%,0%,0%, - ,0.00
2026-02-05,1899-0762,JTBC4,식사지원 은영이 ver2," 382,804 ", 9 , - , - , - , - , - , - ,0%,0%,0%, - ,0.00
2026-02-05,1899-7318,JTBC4,가족돌봄 지수," 382,804 ", 9 , 1 , - , - , - , - , - ,0%,11%,0%," 382,804 ",0.00
2026-02-05,1899-7316,JTBC4,식사지원 준우_셰프," 297,736 ", 7 , - , - , - , - , - , - ,0%,0%,0%, - ,0.00
2026-02-05,1899-2887,JTBC4,식사지원 준우_메인," 255,202 ", 6 , - , - , - , - , - , - ,0%,0%,0%, - ,0.00
2026-02-05,1899-0739,JTBC4,뇌병변 무준이ver2," 212,669 ", 5 , 1 , 1 , 1 ," 20,000 ", - , - ,100%,20%,100%," 212,669 ",1.13
2026-02-05,1899-7325,JTBC4,난방비 동하," 297,736 ", 7 , 1 , - , - , - , - , - ,0%,14%,0%," 297,736 ",0.00
2026-02-05,1899-7314,JTBC2 (SVC),난방비 동하, - , 2 ,,,,,,,0%,0%,0%, - ,0.00
2026-02-05,1899-5186,라이프타임,가족돌봄 지수ver2," 182,320 ", 4 , 3 , 3 , 2 ," 40,000 ",,,100%,75%,67%," 60,773 ",2.63
2026-02-05,1899-3854,히스토리 (SVC),식사지원 지영이, - , 8 ,,,,,,,0%,0%,0%, - ,0.00
2026-02-05,1899-7317,시네마천국,식사지원 지영이," 196,429 ", 8 , 4 , 4 , 2 ," 40,000 ",,,100%,50%,50%," 49,107 ",2.44
2026-02-05,1899-7315,MBN PLUS,은영이 셀럽," 733,333 ", 7 , 6 , 3 , 3 ," 50,000 ",,,50%,86%,100%," 122,222 ",0.82
2026-02-05,-,기타 TV채널,-, - , - ,,,,,,,0%,0%,0%, - ,0.00
2026-02-05,2102-4590,발신,-, - , - , 7 , 3 ,,,,,43%,0%,0%, - ,0.00
2026-02-06,1899-7326,EBS,식사지원 은영이ver2," 1,490,524 ", 3 , 14 , 5 , 7 ," 140,000 ", 3 ," 50,000 ",36%,467%,140%," 106,466 ",1.13
2026-02-06,1899-0217,SPOTV,식사지원 지영이," 222,973 ", 6 , 9 , 2 , 1 ," 20,000 ",,,22%,150%,50%," 24,775 ",1.08
2026-02-06,1899-0263,SPOTV2,식사지원 지영이," 229,167 ", 5 , 1 , 1 ,,,,,100%,20%,0%," 229,167 ",0.00
2026-02-06,1899-0739,SPOTV G&H (SVC),식사지원 지영이, - , 5 ,,,,,,,0%,0%,0%, - ,0.00
2026-02-06,1899-7319,JTBC4,은영이 셀럽," 211,122 ", 5 , - , - , - , - , - , - ,0%,0%,0%, - ,0.00
2026-02-06,1899-0762,JTBC4,식사지원 은영이 ver2," 422,244 ", 10 , 2 , 2 , 2 ," 40,000 ", - , - ,100%,20%,100%," 211,122 ",1.14
2026-02-06,1899-7318,JTBC4,가족돌봄 지수," 422,244 ", 10 , 1 , 1 , - , - , - , - ,100%,10%,0%," 422,244 ",0.00
2026-02-06,1899-7316,JTBC4,식사지원 준우_셰프," 295,571 ", 7 , - , - , - , - , - , - ,0%,0%,0%, - ,0.00
2026-02-06,1899-2887,JTBC4,식사지원 준우_메인," 211,122 ", 5 , 1 , 1 , 1 ," 20,000 ", - , - ,100%,20%,100%," 211,122 ",1.14
2026-02-06,1899-0739,JTBC4,뇌병변 무준이ver2," 211,122 ", 5 , 2 , 1 , - , - , - , - ,50%,40%,0%," 105,561 ",0.00
2026-02-06,1899-7325,JTBC4,난방비 동하," 337,795 ", 8 , 2 , 2 , 1 ," 30,000 ", 1 ," 20,000 ",100%,25%,50%," 168,898 ",1.07
2026-02-06,1899-7314,JTBC2 (SVC),난방비 동하, - , 2 ,,,,,,,0%,0%,0%, - ,0.00
2026-02-06,1899-5186,라이프타임,가족돌봄 지수ver2," 258,287 ", 5 , 1 , 1 , 1 ," 20,000 ",,,100%,20%,100%," 258,287 ",0.93
2026-02-06,1899-3854,히스토리 (SVC),식사지원 지영이, - , 8 , 1 , 1 ,,,,,100%,13%,0%, - ,0.00
2026-02-06,1899-7317,시네마천국,식사지원 지영이," 196,429 ", 8 , 1 ,,,,,,0%,13%,0%," 196,429 ",0.00
2026-02-06,1899-7315,MBN PLUS,은영이 셀럽," 733,333 ", 7 , 9 , 8 , 8 ," 180,000 ",,,89%,129%,100%," 81,481 ",2.95
2026-02-06,-,기타 TV채널,-, - , - ,,,,,,,0%,0%,0%, - ,0.00
2026-02-06,2102-4590,발신,-, - , - , 11 , 6 ,,,,,55%,0%,0%, - ,0.00
2026-02-07,1899-7326,EBS,식사지원 은영이ver2," 848,452 ", 2 , 4 , 3 , 3 ," 70,000 ",,,75%,200%,100%," 212,113 ",0.99
2026-02-07,1899-0217,SPOTV,식사지원 지영이," 222,973 ", 6 , 1 , 1 , 1 ," 20,000 ",,,100%,17%,100%," 222,973 ",1.08
2026-02-07,1899-0263,SPOTV2,식사지원 지영이," 229,167 ", 5 , 1 , 1 ,,,,,100%,20%,0%," 229,167 ",0.00
2026-02-07,1899-0739,SPOTV G&H (SVC),식사지원 지영이, - , 5 ,,,,,,,0%,0%,0%, - ,0.00
2026-02-07,1899-7319,JTBC4,은영이 셀럽," 204,030 ", 5 , 1 , 1 , - , - , - , - ,100%,20%,0%," 204,030 ",0.00
2026-02-07,1899-0762,JTBC4,식사지원 은영이 ver2," 408,061 ", 10 , 4 , 4 , 2 ," 40,000 ", - , - ,100%,40%,50%," 102,015 ",1.18
2026-02-07,1899-7318,JTBC4,가족돌봄 지수," 408,061 ", 10 , 3 , 2 , 2 ," 50,000 ", - , - ,67%,30%,100%," 136,020 ",1.47
2026-02-07,1899-7316,JTBC4,식사지원 준우_셰프," 244,836 ", 6 , 4 , 3 , 4 ," 70,000 ", - , - ,75%,67%,133%," 61,209 ",3.43
2026-02-07,1899-2887,JTBC4,식사지원 준우_메인," 204,030 ", 5 , - , - , - , - , - , - ,0%,0%,0%, - ,0.00
2026-02-07,1899-0739,JTBC4,뇌병변 무준이ver2," 204,030 ", 5 , - , - , - , - , - , - ,0%,0%,0%, - ,0.00
2026-02-07,1899-7325,JTBC4,난방비 동하," 244,836 ", 6 , 2 , 2 , 2 ," 40,000 ", - , - ,100%,33%,100%," 122,418 ",1.96
2026-02-07,1899-7314,JTBC2 (SVC),난방비 동하, - , 2 ,,,,,,,0%,0%,0%, - ,0.00
2026-02-07,1899-5186,라이프타임,가족돌봄 지수ver2," 98,757 ", 3 , 1 ,,,,,,0%,33%,0%," 98,757 ",0.00
2026-02-07,1899-3854,히스토리 (SVC),식사지원 지영이, - , 7 ,,,,,,,0%,0%,0%, - ,0.00
2026-02-07,1899-7317,시네마천국,식사지원 지영이," 196,429 ", 8 , 1 ,,,, 1 ," 20,000 ",0%,13%,0%," 196,429 ",0.00
2026-02-07,1899-7315,MBN PLUS,은영이 셀럽," 733,333 ", 7 , 3 , 2 ,,, 1 ," 30,000 ",67%,43%,0%," 244,444 ",0.00
2026-02-07,-,기타 TV채널,-, - , - ,,,,,,,0%,0%,0%, - ,0.00
2026-02-07,2102-4590,발신,-, - , - , 2 , 1 ,,,,,50%,0%,0%, - ,0.00
2026-02-08,1899-7326,EBS,식사지원 은영이ver2," 848,452 ", 2 , 3 , 1 , 1 ," 20,000 ",,,33%,150%,100%," 282,817 ",0.28
2026-02-08,1899-0217,SPOTV,식사지원 지영이," 185,811 ", 5 , 2 , 1 , 2 ," 40,000 ",,,50%,40%,200%," 92,905 ",2.58
2026-02-08,1899-0263,SPOTV2,식사지원 지영이," 183,333 ", 4 ,,,,,,,0%,0%,0%, - ,0.00
2026-02-08,1899-0739,SPOTV G&H (SVC),식사지원 지영이, - , 5 ,,,,,,,0%,0%,0%, - ,0.00
2026-02-08,1899-7319,JTBC4,은영이 셀럽," 227,169 ", 5 , 3 , 3 , - , - , - , - ,100%,60%,0%," 75,723 ",0.00
2026-02-08,1899-0762,JTBC4,식사지원 은영이 ver2," 499,772 ", 11 , 6 , 6 , 2 ," 30,000 ", 1 ," 20,000 ",100%,55%,33%," 83,295 ",0.72
2026-02-08,1899-7318,JTBC4,가족돌봄 지수," 454,338 ", 10 , 9 , 7 , 4 ," 90,000 ", 1 ," 20,000 ",78%,90%,57%," 50,482 ",2.38
2026-02-08,1899-7316,JTBC4,식사지원 준우_셰프," 318,036 ", 7 , - , - , - , - , - , - ,0%,0%,0%, - ,0.00
2026-02-08,1899-2887,JTBC4,식사지원 준우_메인," 227,169 ", 5 , 2 , 1 , 1 ," 20,000 ", - , - ,50%,40%,100%," 113,585 ",1.06
2026-02-08,1899-0739,JTBC4,뇌병변 무준이ver2," 227,169 ", 5 , 1 , - , 1 ," 20,000 ", - , - ,0%,20%,0%," 227,169 ",1.06
2026-02-08,1899-7325,JTBC4,난방비 동하," 227,169 ", 5 , - , - , - , - , - , - ,0%,0%,0%, - ,0.00
2026-02-08,1899-7314,JTBC2 (SVC),난방비 동하, - , 2 ,,,,,,,0%,0%,0%, - ,0.00
2026-02-08,1899-5186,라이프타임,가족돌봄 지수ver2," 60,773 ", 2 ,,,,,,,0%,0%,0%, - ,0.00
2026-02-08,1899-3854,히스토리 (SVC),식사지원 지영이, - , 6 ,,,,,,,0%,0%,0%, - ,0.00
2026-02-08,1899-7317,시네마천국,식사지원 지영이," 196,429 ", 8 , 3 , 2 , 2 ," 20,000 ",,,67%,38%,100%," 65,476 ",1.22
2026-02-08,1899-7315,MBN PLUS,은영이 셀럽," 733,333 ", 7 , 6 , 3 , 1 ," 20,000 ",,,50%,86%,33%," 122,222 ",0.33
2026-02-08,-,기타 TV채널,-, - , - ,,,,,,,0%,0%,0%, - ,0.00
2026-02-08,2102-4590,발신,-, - , - , 4 , 2 ,,,,,50%,0%,0%, - ,0.00
2026-02-09,1899-7326,EBS,식사지원 은영이ver2," 1,490,524 ", 3 , 11 , 9 , 5 ," 80,000 ",,,82%,367%,56%," 135,502 ",0.64
2026-02-09,1899-0217,SPOTV,식사지원 지영이," 185,811 ", 5 , 3 , 1 , 2 ," 30,000 ",,,33%,60%,200%," 61,937 ",1.94
2026-02-09,1899-0263,SPOTV2,식사지원 지영이," 183,333 ", 4 ,,,,,,,0%,0%,0%, - ,0.00
2026-02-09,1899-0739,SPOTV G&H (SVC),식사지원 지영이, - , 5 ,,,,,,,0%,0%,0%, - ,0.00
2026-02-09,1899-7319,JTBC4,은영이 셀럽," 166,566 ", 4 , - , - , - , - , - , - ,0%,0%,0%, - ,0.00
2026-02-09,1899-0762,JTBC4,식사지원 은영이 ver2," 333,131 ", 8 , 1 , 1 , - , - , - , - ,100%,13%,0%," 333,131 ",0.00
2026-02-09,1899-7318,JTBC4,가족돌봄 지수," 333,131 ", 8 , 2 , - , - , - , 1 ," 10,000,000 ",0%,25%,0%," 166,566 ",0.00
2026-02-09,1899-7316,JTBC4,식사지원 준우_셰프," 249,849 ", 6 , 1 , 1 , 1 ," 20,000 ", - , - ,100%,17%,100%," 249,849 ",0.96
2026-02-09,1899-2887,JTBC4,식사지원 준우_메인," 166,566 ", 4 , - , - , - , - , - , - ,0%,0%,0%, - ,0.00
2026-02-09,1899-0739,JTBC4,뇌병변 무준이ver2," 166,566 ", 4 , - , - , - , - , - , - ,0%,0%,0%, - ,0.00
2026-02-09,1899-7325,JTBC4,난방비 동하," 208,207 ", 5 , 2 , 1 , - , - , - , - ,50%,40%,0%," 104,104 ",0.00
2026-02-09,1899-7314,JTBC2 (SVC),난방비 동하, - , 2 ,,,,,,,0%,0%,0%, - ,0.00
2026-02-09,1899-5186,라이프타임,가족돌봄 지수ver2," 243,094 ", 5 , 2 , 2 , 1 ," 20,000 ",,,100%,40%,50%," 121,547 ",0.99
2026-02-09,1899-3854,히스토리 (SVC),식사지원 지영이, - , 7 , 1 , 1 , 1 ," 30,000 ",,,100%,14%,100%, - ,0.00
2026-02-09,1899-7317,시네마천국,식사지원 지영이," 196,429 ", 8 , 3 ,,,,,,0%,38%,0%," 65,476 ",0.00
2026-02-09,1899-7315,MBN PLUS,은영이 셀럽," 733,333 ", 7 , 6 , 3 , 5 ," 100,000 ",,,50%,86%,167%," 122,222 ",1.64
2026-02-09,-,기타 TV채널,-, - , - ,,,,,,,0%,0%,0%, - ,0.00
2026-02-09,2102-4590,발신,-, - , - , 8 , 4 ,,,,,50%,0%,0%, - ,0.00
2026-02-10,1899-7326,EBS,식사지원 은영이ver2," 1,054,833 ", 3 , 19 , 13 , 5 ," 130,000 ",,,68%,633%,38%," 55,518 ",1.48
2026-02-10,1899-0217,SPOTV,식사지원 지영이," 185,811 ", 5 ,,,,,,,0%,0%,0%, - ,0.00
2026-02-10,1899-0263,SPOTV2,식사지원 지영이," 183,333 ", 4 ,,,,,,,0%,0%,0%, - ,0.00
2026-02-10,1899-0739,SPOTV G&H (SVC),식사지원 지영이, - , 5 ,,,,,,,0%,0%,0%, - ,0.00
2026-02-10,1899-7319,JTBC4,은영이 셀럽," 194,882 ", 5 , 3 , - , 1 ," 30,000 ", - , - ,0%,60%,0%," 64,961 ",1.85
2026-02-10,1899-0762,JTBC4,식사지원 은영이 ver2," 389,764 ", 10 , - , - , - , - , - , - ,0%,0%,0%, - ,0.00
2026-02-10,1899-7318,JTBC4,가족돌봄 지수," 389,764 ", 10 , - , - , - , - , - , - ,0%,0%,0%, - ,0.00
2026-02-10,1899-7316,JTBC4,식사지원 준우_셰프," 311,811 ", 8 , 4 , 2 , 2 ," 50,000 ", - , - ,50%,50%,100%," 77,953 ",1.92
2026-02-10,1899-2887,JTBC4,식사지원 준우_메인," 194,882 ", 5 , - , - , - , - , - , - ,0%,0%,0%, - ,0.00
2026-02-10,1899-0739,JTBC4,뇌병변 무준이ver2," 194,882 ", 5 , - , - , - , - , - , - ,0%,0%,0%, - ,0.00
2026-02-10,1899-7325,JTBC4,난방비 동하," 272,835 ", 7 , 2 , 1 , 2 ," 30,000 ", - , - ,50%,29%,200%," 136,418 ",1.32
2026-02-10,1899-7314,JTBC2 (SVC),난방비 동하, - , - ,,,,,,,0%,0%,0%, - ,0.00
2026-02-10,1899-5186,라이프타임,가족돌봄 지수ver2," 296,271 ", 6 , 2 , 1 , 1 ," 30,000 ",,,50%,33%,100%," 148,135 ",1.22
2026-02-10,1899-3854,히스토리 (SVC),식사지원 지영이, - , 7 , 2 , 1 , 1 ," 20,000 ",,,50%,29%,100%, - ,0.00
2026-02-10,1899-7317,시네마천국,식사지원 지영이," 196,429 ", 8 , 1 ,, 1 ," 20,000 ",,,0%,13%,0%," 196,429 ",1.22
2026-02-10,1899-7315,MBN PLUS,은영이 셀럽," 733,333 ", 7 , 3 , 2 , 2 ," 50,000 ",,,67%,43%,100%," 244,444 ",0.82
2026-02-10,-,기타 TV채널,-, - , - , 1 ,, 1 ," 20,000 ",,,0%,0%,0%, - ,0.00
2026-02-10,2102-4590,발신,-, - , - , 6 , 5 ,,,,,83%,0%,0%, - ,0.00
2026-02-11,1899-7326,EBS,식사지원 은영이ver2," 1,054,833 ", 3 , 18 , 8 , 5 ," 110,000 ", 1 ," 10,000 ",44%,600%,63%," 58,602 ",1.25
2026-02-11,1899-0217,SPOTV,식사지원 지영이," 185,811 ", 5 , 2 , 1 , 1 ," 50,000 ",,,50%,40%,100%," 92,905 ",3.23
2026-02-11,1899-0263,SPOTV2,식사지원 지영이," 183,333 ", 4 , 3 , 2 , 3 ," 60,000 ",,,67%,75%,150%," 61,111 ",3.93
2026-02-11,1899-0739,SPOTV G&H (SVC),식사지원 지영이, - , 5 ,,,,,,,0%,0%,0%, - ,0.00
2026-02-11,1899-7319,JTBC4,은영이 셀럽," 256,749 ", 6 , 3 , 2 , 1 ," 20,000 ", - , - ,67%,50%,50%," 85,583 ",0.93
2026-02-11,1899-0762,JTBC4,식사지원 은영이 ver2," 342,332 ", 8 , 4 , 4 , 2 ," 40,000 ", - , - ,100%,50%,50%," 85,583 ",1.40
2026-02-11,1899-7318,JTBC4,가족돌봄 지수," 385,124 ", 9 , 4 , 3 , 1 ," 20,000 ", - , - ,75%,44%,33%," 96,281 ",0.62
2026-02-11,1899-7316,JTBC4,식사지원 준우_셰프," 256,749 ", 6 , 2 , 2 , 1 ," 25,000 ", - , - ,100%,33%,50%," 128,375 ",1.17
