상담일자,Dnis,Channel,소재,광고비,광고횟수,I/B콜수,응대호,정기건수,정기금액,일시건수,일시금액,응대율,콜전환율,정기전환율,CPR,ROI
2026-01-30,1899-7319,JTBC4,은영이 셀럽,"173,201",4, - , - , - , - , - , - ,0%,0%,0%, - ,0
2026-01-30,1899-0762,JTBC4,식사지원 은영이 ver2,"346,401",9,1, - , - , - , - , - ,0%,11%,0%,"346,401",0
2026-01-30,1899-7318,JTBC4,가족돌봄 지수,"346,401",9,3,3,2,"50,000", - , - ,100%,33%,67%,"115,467",1.73
2026-01-30,1899-7316,JTBC4,식사지원 준우_셰프,"259,801",6, - , - , - , - , - , - ,0%,0%,0%, - ,0
2026-01-30,1899-2887,JTBC4,식사지원 준우_메인,"173,201",4, - , - , - , - , - , - ,0%,0%,0%, - ,0
2026-01-30,1899-0739,JTBC4,뇌병변 무준이ver2,"173,201",5, - , - , - , - , - , - ,0%,0%,0%, - ,0
2026-01-30,1899-7325,JTBC4,난방비 동하,"259,801",7,1,1, - , - , - , - ,100%,14%,0%,"259,801",0
2026-01-30,1899-7326,JTBC2 (SVC),난방비 동하, - ,2,,,,,,,0%,0%,0%, - ,0
2026-01-30,1899-0217,빌리어즈TV,식사지원 은영이_콜문구,"428,571",3,9,7,4,"135,000",2,"40,000",78%,300%,57%,"47,619",3.78
2026-01-30,1899-0776,라이프타임,가족돌봄 지수ver2,"195,035",4,1,,,,1,"20,000",0%,25%,0%,"195,035",0
2026-01-30,1899-7314,히스토리 (SVC),식사지원 지영이, - ,7,1,,,,1,"20,000",0%,14%,0%, - ,0
2026-01-30,1899-5186,시네마천국,식사지원 지영이,"283,871",9,4,1,,,1,"20,000",25%,44%,0%,"70,968",0
2026-01-30,1899-7317,애니원_애니박스 (SVC),식사지원 은영이ver2, - , - ,,,,,,,0%,0%,0%, - ,0
2026-01-30,-,기타 TV채널,-, - , - ,,,,,,,0%,0%,0%, - ,0
2026-01-30,2102-4590,발신,-, - , - ,5,2,,,,,40%,0%,0%, - ,0
2026-01-31,1899-0218,EBS,식사지원 은영이ver2,"1,223,610",2,4,1,2,"40,000",,,25%,200%,200%,"305,902",0.39
2026-01-31,1899-0219,SPOTV,식사지원 지영이,"124,060",3,,,,,,,0%,0%,0%, - ,0
2026-01-31,1899-0519,SPOTV2,식사지원 지영이,"177,419",4,3,2,1,"30,000",,,67%,75%,50%,"59,140",2.03
2026-01-31,1899-0325,SPOTV G&H (SVC),식사지원 지영이, - ,4,,,,,,,0%,0%,0%, - ,0
2026-01-31,1899-7319,JTBC4,은영이 셀럽,"213,496",5, - , - , - , - , - , - ,0%,0%,0%, - ,0
2026-01-31,1899-0762,JTBC4,식사지원 은영이 ver2,"426,992",9,4,2,2,"40,000", - , - ,50%,44%,100%,"106,748",1.12
2026-01-31,1899-7318,JTBC4,가족돌봄 지수,"426,992",9,2,2,1,"30,000", - , - ,100%,22%,50%,"213,496",0.84
2026-01-31,1899-7316,JTBC4,식사지원 준우_셰프,"320,244",7,1, - , - , - , - , - ,0%,14%,0%,"320,244",0
2026-01-31,1899-2887,JTBC4,식사지원 준우_메인,"213,496",5,1,1,1,"25,000", - , - ,100%,20%,100%,"213,496",1.41
2026-01-31,1899-0739,JTBC4,뇌병변 무준이ver2,"213,496",4,2,2, - , - ,1,"20,000",100%,50%,0%,"106,748",0
2026-01-31,1899-7325,JTBC4,난방비 동하,"320,244",7,2,2,1,"20,000",1,"30,000",100%,29%,50%,"160,122",0.75
2026-01-31,1899-7326,JTBC2 (SVC),난방비 동하, - ,2,,,,,,,0%,0%,0%, - ,0
2026-01-31,1899-0217,빌리어즈TV,식사지원 은영이_콜문구,"428,571",3,4,3,1,"20,000",1,"30,000",75%,133%,33%,"107,143",0.56
2026-01-31,1899-0776,라이프타임,가족돌봄 지수ver2,"187,234",4,1,1,,,,,100%,25%,0%,"187,234",0
2026-01-31,1899-7314,히스토리 (SVC),식사지원 지영이, - ,6,,,,,,,0%,0%,0%, - ,0
2026-01-31,1899-5186,시네마천국,식사지원 지영이,"283,871",9,,,,,,,0%,0%,0%, - ,0
2026-01-31,1899-7317,애니원_애니박스 (SVC),식사지원 은영이ver2, - , - ,,,,,,,0%,0%,0%, - ,0
2026-01-31,-,기타 TV채널,-, - , - ,,,,,,,0%,0%,0%, - ,0
2026-01-31,2102-4590,발신,-, - , - ,3,,,,,,0%,0%,0%, - ,0
